current_handle,proposed_handle,current_url,new_url,redirect_required,swedish_detected,title,products_count,execute_phase,internal_references_impacted
dji-mavic-3-enterprise-accessories,dji-mavic-3-enterprise-accessories,Accessories,KEEP,,85,NO,/collections/dji-mavic-3-enterprise-accessories,/collections/dji-mavic-3-enterprise-accessories,DJI Mavic 3 Enterprise — Tillbehör
dji-mavic-3-enterprise-batteries,dji-mavic-3-enterprise-batteries,Spare Parts,KEEP,,372,NO,/collections/dji-mavic-3-enterprise-batteries,/collections/dji-mavic-3-enterprise-batteries,DJI Mavic 3 Enterprise — Batterier
dji-mavic-3-enterprise-gimbal,dji-mavic-3-enterprise-gimbal,Spare Parts,KEEP,,218,NO,/collections/dji-mavic-3-enterprise-gimbal,/collections/dji-mavic-3-enterprise-gimbal,DJI Mavic 3 Enterprise — Gimbal
dji-mavic-3-enterprise-kameror,dji-mavic-3-enterprise-cameras,Spare Parts,RENAME,,1057,YES,/collections/dji-mavic-3-enterprise-kameror,/collections/dji-mavic-3-enterprise-cameras,DJI Mavic 3 Enterprise — Kameror
dji-mavic-3-enterprise-skal,dji-mavic-3-enterprise-shell,Spare Parts,RENAME,,230,YES,/collections/dji-mavic-3-enterprise-skal,/collections/dji-mavic-3-enterprise-shell,DJI Mavic 3 Enterprise — Skal
dji-mavic-3-enterprise-spare-parts,dji-mavic-3-enterprise-spare-parts,Enterprise,KEEP,,5,NO,/collections/dji-mavic-3-enterprise-spare-parts,/collections/dji-mavic-3-enterprise-spare-parts,DJI Mavic 3 Enterprise — Reservdelar
dji-mavic-3-pro-accessories,dji-mavic-3-pro-accessories,Accessories,KEEP,,11,NO,/collections/dji-mavic-3-pro-accessories,/collections/dji-mavic-3-pro-accessories,DJI Mavic 3 Pro tillbehör – Drönartillbehör för proffs
dji-mavic-3-pro-advanced-drone-tech,dji-mavic-3-pro-advanced-drone-tech,Drones,KEEP,,5,NO,/collections/dji-mavic-3-pro-advanced-drone-tech,/collections/dji-mavic-3-pro-advanced-drone-tech,DJI Mavic 3 Pro: Avancerad Drönarteknik
dji-mavic-3-series,dji-mavic-3-series,Drones,KEEP,,11,NO,/collections/dji-mavic-3-series,/collections/dji-mavic-3-series,DJI Mavic 3-serien: Proffsens val av drönare
dji-mavic-3-thermal,dji-mavic-3-thermal,Payloads & Sensors,KEEP,,8,NO,/collections/dji-mavic-3-thermal,/collections/dji-mavic-3-thermal,DJI Mavic 3 Thermal
dji-mavic-3m-drones-accessories,dji-mavic-3m-drones-accessories,Accessories,KEEP,,5,NO,/collections/dji-mavic-3m-drones-accessories,/collections/dji-mavic-3m-drones-accessories,DJI Mavic 3M Drönare och Tillbehör
dji-mavic-4-pro,dji-mavic-4-pro,Drones,KEEP,,3,NO,/collections/dji-mavic-4-pro,/collections/dji-mavic-4-pro,DJI Mavic 4 Tillbehör
dji-mavic-4-series,dji-mavic-4-series,Drones,KEEP,,3,NO,/collections/dji-mavic-4-series,/collections/dji-mavic-4-series,Upptäck DJI Mavic 4-serien för exceptionell flygfotografering
dji-mavic-accessories,dji-mavic-accessories,Accessories,KEEP,,9,NO,/collections/dji-mavic-accessories,/collections/dji-mavic-accessories,Dji Mavic Tillbehör för Förbättrad Flygning
dji-mavic-air-accessories,dji-mavic-air-accessories,Accessories,KEEP,,39,NO,/collections/dji-mavic-air-accessories,/collections/dji-mavic-air-accessories,Komplett utbud av DJI Mavic Air Tillbehör
dji-mavic-pro-accessories,dji-mavic-pro-accessories,Accessories,KEEP,,46,NO,/collections/dji-mavic-pro-accessories,/collections/dji-mavic-pro-accessories,Omfattande DJI Mavic Pro Tillbehör
dji-mavic-pro-battery-bag,dji-mavic-pro-battery-bag,Accessories,KEEP,,5,NO,/collections/dji-mavic-pro-battery-bag,/collections/dji-mavic-pro-battery-bag,dji mavic pro batteri väska - DJI Mavic Pro Batteriväska och Tillbehör
dji-mavic-series,dji-mavic-series,Drones,KEEP,,6,NO,/collections/dji-mavic-series,/collections/dji-mavic-series,DJI Mavic-Serien
dji-mavic-series-enterprise,dji-mavic-series-enterprise,Enterprise,KEEP,,11,NO,/collections/dji-mavic-series-enterprise,/collections/dji-mavic-series-enterprise,DJI Mavic Serien enterprise
dji-mini-2-series,dji-mini-2-series,Drones,KEEP,,0,NO,/collections/dji-mini-2-series,/collections/dji-mini-2-series,DJI Mini 2-Serien
dji-mini-3,dji-mini-3,Drones,KEEP,,5,NO,/collections/dji-mini-3,/collections/dji-mini-3,DJI Mini 3 Drönare för Professionellt Flygfoto
dji-mini-3-accessories,dji-mini-3-accessories,Accessories,KEEP,,43,NO,/collections/dji-mini-3-accessories,/collections/dji-mini-3-accessories,DJI Mini 3 Tillbehör
dji-mini-3-series,dji-mini-3-series,Drones,KEEP,,5,NO,/collections/dji-mini-3-series,/collections/dji-mini-3-series,DJI Mini 3-Serien
dji-mini-4-pro,dji-mini-4-pro,Drones,KEEP,,1,NO,/collections/dji-mini-4-pro,/collections/dji-mini-4-pro,"DJI Mini 4 Pro – Frihet, precision och kreativ kontroll i miniformat"
dji-mini-4-pro-accessories,dji-mini-4-pro-accessories,Accessories,KEEP,,14,NO,/collections/dji-mini-4-pro-accessories,/collections/dji-mini-4-pro-accessories,DJI Mini 4 Pro
dji-mini-4-pro-antenner,dji-mini-4-pro-antennas,Spare Parts,RENAME,,130,YES,/collections/dji-mini-4-pro-antenner,/collections/dji-mini-4-pro-antennas,DJI Mini 4 Pro — Antenner
dji-mini-4-pro-armar,dji-mini-4-pro-arms,Spare Parts,RENAME,,264,YES,/collections/dji-mini-4-pro-armar,/collections/dji-mini-4-pro-arms,DJI Mini 4 Pro — Armar
dji-mini-4-pro-batteries,dji-mini-4-pro-batteries,Spare Parts,KEEP,,480,NO,/collections/dji-mini-4-pro-batteries,/collections/dji-mini-4-pro-batteries,DJI Mini 4 Pro — Batterier
dji-mini-4-pro-gimbal,dji-mini-4-pro-gimbal,Spare Parts,KEEP,,323,NO,/collections/dji-mini-4-pro-gimbal,/collections/dji-mini-4-pro-gimbal,DJI Mini 4 Pro — Gimbal
dji-mini-4-pro-kablar,dji-mini-4-pro-cables,Spare Parts,RENAME,,715,YES,/collections/dji-mini-4-pro-kablar,/collections/dji-mini-4-pro-cables,DJI Mini 4 Pro — Kablar
dji-mini-4-pro-kameror,dji-mini-4-pro-cameras,Spare Parts,RENAME,,1165,YES,/collections/dji-mini-4-pro-kameror,/collections/dji-mini-4-pro-cameras,DJI Mini 4 Pro — Kameror
dji-mini-4-pro-landningsstall,dji-mini-4-pro-landing-gear,Spare Parts,RENAME,,159,YES,/collections/dji-mini-4-pro-landningsstall,/collections/dji-mini-4-pro-landing-gear,DJI Mini 4 Pro — Landningsställ
dji-mini-4-pro-motorer,dji-mini-4-pro-motors,Spare Parts,RENAME,,241,YES,/collections/dji-mini-4-pro-motorer,/collections/dji-mini-4-pro-motors,DJI Mini 4 Pro — Motorer
dji-mini-4-pro-propellers,dji-mini-4-pro-propellers,Spare Parts,KEEP,,320,NO,/collections/dji-mini-4-pro-propellers,/collections/dji-mini-4-pro-propellers,DJI Mini 4 Pro — Propellrar
dji-mini-4-pro-sensorer,dji-mini-4-pro-sensors,Drones,RENAME,,144,YES,/collections/dji-mini-4-pro-sensorer,/collections/dji-mini-4-pro-sensors,DJI Mini 4 Pro — Sensorer
dji-mini-4-pro-skal,dji-mini-4-pro-shell,Spare Parts,RENAME,,342,YES,/collections/dji-mini-4-pro-skal,/collections/dji-mini-4-pro-shell,DJI Mini 4 Pro — Skal
dji-mini-4-pro-spare-parts,dji-mini-4-pro-spare-parts,Drones,KEEP,,127,NO,/collections/dji-mini-4-pro-spare-parts,/collections/dji-mini-4-pro-spare-parts,DJI Mini 4 Pro — Reservdelar
dji-mini-4-series,dji-mini-4-series,Drones,KEEP,,2,NO,/collections/dji-mini-4-series,/collections/dji-mini-4-series,DJI Mini 4-Serien
dji-mini-5-series,dji-mini-5-series,Drones,KEEP,,2,NO,/collections/dji-mini-5-series,/collections/dji-mini-5-series,DJI Mini 5-Serien
dji-mini-accessories,dji-mini-accessories,Accessories,KEEP,,7,NO,/collections/dji-mini-accessories,/collections/dji-mini-accessories,DJI Mini Tillbehör för Din Drönare
dji-neo,dji-neo,Drones,KEEP,,3,NO,/collections/dji-neo,/collections/dji-neo,DJI Neo
dji-neo-2-accessories,dji-neo-2-accessories,Accessories,KEEP,,54,NO,/collections/dji-neo-2-accessories,/collections/dji-neo-2-accessories,DJI Neo 2 Tillbehör för din Drönare
dji-neo-accessories,dji-neo-accessories,Accessories,KEEP,,129,NO,/collections/dji-neo-accessories,/collections/dji-neo-accessories,DJI Neo Tillbehör – Batteri & mer för din drönare
dji-phantom-3-pro-v1,dji-phantom-3-pro-v1,Enterprise,KEEP,,0,NO,/collections/dji-phantom-3-pro-v1,/collections/dji-phantom-3-pro-v1,DJI Phantom 3 Pro v1 Drönare och Tillbehör
dji-phantom-3-se,dji-phantom-3-se,Enterprise,KEEP,,43,NO,/collections/dji-phantom-3-se,/collections/dji-phantom-3-se,DJI Phantom 3 SE Drönare med Kamera
dji-phantom-4-pro-drones,dji-phantom-4-pro-drones,Enterprise,KEEP,,0,NO,/collections/dji-phantom-4-pro-drones,/collections/dji-phantom-4-pro-drones,DJI Phantom 4 Pro Drönare för Professionella
dji-phantom-accessories-bag-spare-parts,dji-phantom-accessories-bag-spare-parts,Accessories,KEEP,,0,NO,/collections/dji-phantom-accessories-bag-spare-parts,/collections/dji-phantom-accessories-bag-spare-parts,DJI Phantom Tillbehör för Optimal Prestanda
dji-phantom-series,dji-phantom-series,Enterprise,KEEP,,0,NO,/collections/dji-phantom-series,/collections/dji-phantom-series,DJI Phantom Serien
dji-rc-fjarrkontroller,dji-rc-remote-controls,Drones,RENAME,,7,YES,/collections/dji-rc-fjarrkontroller,/collections/dji-rc-remote-controls,DJI RC – Smart fjärrkontroll
dji-rc-pro-accessories,dji-rc-pro-accessories,Accessories,KEEP,,5,NO,/collections/dji-rc-pro-accessories,/collections/dji-rc-pro-accessories,DJI RC Pro Tillbehör – Optimera Din Fjärrkontroll
dronarelektronik-flight-components,drone-electronics-flight-components,Accessories,RENAME,,175,YES,/collections/dronarelektronik-flight-components,/collections/drone-electronics-flight-components,Reservdelar & Komponenter för DJI & FPV
dronarmatta-landning-protection,drone-mat-landing-protection,Accessories,RENAME,,21,YES,/collections/dronarmatta-landning-protection,/collections/drone-mat-landing-protection,Landningsmattor Drönare – Säker & Stabil Flygning
drone-accessories-buy,drone-accessories,Accessories,MERGE,drone-accessories,615,NO,/collections/drone-accessories-buy,/collections/drone-accessories,Drönartillbehör: Filter för bättre flygfotografering
drone-accessories-drone,drone-accessories,Accessories,MERGE,drone-accessories,374,NO,/collections/drone-accessories-drone,/collections/drone-accessories,Drönartillbehör Dronar för Optimal Flygning
drone-backpack-bags,drone-backpack-bags,Accessories,KEEP,,203,NO,/collections/drone-backpack-bags,/collections/drone-backpack-bags,Robust drönarryggsäck för säker transport av din drönare
drone-fjarrkontrollstillbehor,drone-remote-control-accessories,Accessories,RENAME,,32,YES,/collections/drone-fjarrkontrollstillbehor,/collections/drone-remote-control-accessories,Drönar - fjärrkontrollstillbehör
drone-kameror,drone-cameras,Spare Parts,RENAME,,3,YES,/collections/drone-kameror,/collections/drone-cameras,Professionella Drönar kameror för Flygfoto
drone-propellers-quiet,drone-propellers-quiet,Spare Parts,KEEP,,128,NO,/collections/drone-propellers-quiet,/collections/drone-propellers-quiet,Hållbara drönarpropellrar för optimal flygning och prestanda
drone-spare-parts-other,drone-spare-parts-other,Drones,KEEP,,5,NO,/collections/drone-spare-parts-other,/collections/drone-spare-parts-other,Drönare reservdelar: Allt för din drönarreparation
drones-actionking,(exclude),Support,EXCLUDE,,47,NO,/collections/drones-actionking,(exclude),Drönare
drones-propellers-accessories,drones-propellers-accessories,Spare Parts,KEEP,,366,NO,/collections/drones-propellers-accessories,/collections/drones-propellers-accessories,Drönare Propeller Tillbehör för Optimal Flygning
drones-with-camera,drones-with-camera,Drones,KEEP,,47,NO,/collections/drones-with-camera,/collections/drones-with-camera,Drönare med kamera
drones-with-varmekamera,drones-with-thermal-camera,Payloads & Sensors,RENAME,,30,YES,/collections/drones-with-varmekamera,/collections/drones-with-thermal-camera,Drönare med värmekamera
energy-infrastructure,energy-infrastructure,Enterprise,KEEP,,2,NO,/collections/energy-infrastructure,/collections/energy-infrastructure,Energi & Infrastruktur
enterprise-accessories,enterprise-accessories,Accessories,KEEP,,32,NO,/collections/enterprise-accessories,/collections/enterprise-accessories,Enterprise Tillbehör
enterprise-belysning,enterprise-lighting,Accessories,RENAME,,13,YES,/collections/enterprise-belysning,/collections/enterprise-lighting,Enterprise belysning
enterprise-drone-accessories,enterprise-drone-accessories,Accessories,KEEP,,77,NO,/collections/enterprise-drone-accessories,/collections/enterprise-drone-accessories,Professionella Enterprise drönartillbehör
enterprise-drones,enterprise-drones,Enterprise,KEEP,,19,NO,/collections/enterprise-drones,/collections/enterprise-drones,Enterprise Drönare för Industri och Inspektion
enterprise-hogtalarsystem,enterprise-speaker-systems,Payloads & Sensors,RENAME,,23,YES,/collections/enterprise-hogtalarsystem,/collections/enterprise-speaker-systems,Enterprise Högtalarsystem
enterprise-lyftsystem,enterprise-lifting-systems,Payloads & Sensors,RENAME,,5,YES,/collections/enterprise-lyftsystem,/collections/enterprise-lifting-systems,Enterprise Lyftsystem
enterprise-propellers,enterprise-propellers,Spare Parts,KEEP,,1,NO,/collections/enterprise-propellers,/collections/enterprise-propellers,Enterprise Propellrar
enterprise-sensorer,enterprise-sensors,Payloads & Sensors,RENAME,,20,YES,/collections/enterprise-sensorer,/collections/enterprise-sensors,Enterprise Sensorer
enterprise-service-drones,enterprise-service-drones,Enterprise,KEEP,,4,NO,/collections/enterprise-service-drones,/collections/enterprise-service-drones,Enterprise Service för Företagsdrönare
filter-drones-lins,drone-filters,Accessories,MERGE,drone-filters,261,NO,/collections/filter-drones-lins,/collections/drone-filters,Filter drönare: Skydda din lins med premium glasfilter
filters-for-drones,drone-filters,Accessories,MERGE,drone-filters,252,NO,/collections/filters-for-drones,/collections/drone-filters,Filter till Drönare för Optimal Bildkvalitet
fjarrkontroll-drones,remote-control-drones,Drones,RENAME,,10,YES,/collections/fjarrkontroll-drones,/collections/remote-control-drones,Fjärrkontroll drönare: Precision & kontroll för din flygning
gopro-accessories-vendors,gopro-accessories,Brands,RENAME,,228,NO,/collections/gopro-accessories-vendors,/collections/gopro-accessories,Hitta pålitliga GoPro tillbehör vendors här
gopro-hero13-bag,gopro-hero13-bag,Brands,KEEP,,610,NO,/collections/gopro-hero13-bag,/collections/gopro-hero13-bag,GoPro Hero13 väska – Skydda din actionkamera tryggt
gopro-hero13-black-protection,gopro-hero13-black-protection,Brands,KEEP,,476,NO,/collections/gopro-hero13-black-protection,/collections/gopro-hero13-black-protection,GoPro Hero13 Black skydd - Skydda din GoPro Hero13 Black med rätt skyd
inspektionsdronare,inspection-drones,Accessories,RENAME,,4,YES,/collections/inspektionsdronare,/collections/inspection-drones,Inspektionsdrönare
ji-mini-5-pro-filter,ji-mini-5-pro-filter,Accessories,KEEP,,0,NO,/collections/ji-mini-5-pro-filter,/collections/ji-mini-5-pro-filter,DJI Mini 5 Pro filter
jordbruksdronare,agriculture-drones,Accessories,RENAME,,4,YES,/collections/jordbruksdronare,/collections/agriculture-drones,Jordbruksdrönare
kamerakablar-actionking,(exclude),Support,EXCLUDE,,12,YES,/collections/kamerakablar-actionking,(exclude),Kamerakablar för Optimal Prestanda
kapor-for-drones,drone-covers,Drones,RENAME,,158,YES,/collections/kapor-for-drones,/collections/drone-covers,Högkvalitativa Kåpor till Drönare
kartlaggnings-and-matdronare,mapping-survey-drones,Accessories,RENAME,,26,YES,/collections/kartlaggnings-and-matdronare,/collections/mapping-survey-drones,Kartläggnings- och mätdrönare
landningsstall-drones,landing-gear-drones,Drones,RENAME,,42,YES,/collections/landningsstall-drones,/collections/landing-gear-drones,Landningsställ till drönare – Stabil och säker landning
last-and-transportdronare,cargo-transport-drones,Accessories,RENAME,,54,YES,/collections/last-and-transportdronare,/collections/cargo-transport-drones,Last- och transportdrönare
master-airscrew-dji-propellers,master-airscrew-dji-propellers,Brands,KEEP,,42,NO,/collections/master-airscrew-dji-propellers,/collections/master-airscrew-dji-propellers,Master Airscrew DJI propellrar – Tysta & Effektiva
memory-card-storage,memory-card-storage,Accessories,KEEP,,0,NO,/collections/memory-card-storage,/collections/memory-card-storage,Minneskort & Lagring
mounts-adaptrar-action-cameras,mounts-adapters-action-cameras,Spare Parts,RENAME,,5,YES,/collections/mounts-adaptrar-action-cameras,/collections/mounts-adapters-action-cameras,Universal Fästen och Adaptrar till actionkameror
multiverktyg-friluftsliv,outdoor-multi-tools,Accessories,RENAME,,14,YES,/collections/multiverktyg-friluftsliv,/collections/outdoor-multi-tools,Multiverktyg friluftsliv: Kompakt & Mångsidigt Äventyrsverktyg
pgytech-accessories,pgytech-accessories,Brands,KEEP,,3,NO,/collections/pgytech-accessories,/collections/pgytech-accessories,Pgytech Tillbehör för Kreativa Skapare
pincetter-actionking,(exclude),Support,EXCLUDE,,1,YES,/collections/pincetter-actionking,(exclude),Pincetter
polarpro,polarpro,Brands,KEEP,,428,NO,/collections/polarpro,/collections/polarpro,Polarpro
propeller-guard-1,propeller-guard-1,Accessories,KEEP,,56,NO,/collections/propeller-guard-1,/collections/propeller-guard-1,Robusta Propellerskydd för Säkrare Drönarflygning
protection-drones,drone-protection,Accessories,RENAME,,53,NO,/collections/protection-drones,/collections/drone-protection,"Skydd till drönare: Propeller, Gimbal & Skal – Skydda din drönare!"
repair-dji-neo-spare-parts,repair-dji-neo-spare-parts,Spare Parts,KEEP,,4,NO,/collections/repair-dji-neo-spare-parts,/collections/repair-dji-neo-spare-parts,Reparation DJI Neo – Fixa din drönare snabbt och enkelt!
reparera-precisionsverktyg-elektronik,repair-precision-tools,Spare Parts,RENAME,,36,YES,/collections/reparera-precisionsverktyg-elektronik,/collections/repair-precision-tools,Precisionsverktyg Elektronik: Reparera kamera & drönare enkelt
skogsbruksdronare,forestry-drones,Accessories,RENAME,,1,YES,/collections/skogsbruksdronare,/collections/forestry-drones,Skogsbruksdrönare
skruvmejsel-set,screwdriver-sets,Spare Parts,RENAME,,6,YES,/collections/skruvmejsel-set,/collections/screwdriver-sets,Skruvmejsel Set – Precisionsverktyg för Alla Behov
spare-parts-gimbal-drones-motorer,spare-parts-gimbal-drones-motors,Spare Parts,RENAME,,171,YES,/collections/spare-parts-gimbal-drones-motorer,/collections/spare-parts-gimbal-drones-motors,Reservdelar Gimbal Drönare: Gimbalmotorer för Optimal Stabilisering
tanger-actionking,(exclude),Support,EXCLUDE,,1,YES,/collections/tanger-actionking,(exclude),Tänger Action: Precision och Styrka
tillbehorskablar-drones,accessory-cables-drones,Accessories,RENAME,,10,YES,/collections/tillbehorskablar-drones,/collections/accessory-cables-drones,Kablar till drönare
transport-logistics,transport-logistics,Enterprise,KEEP,,2,NO,/collections/transport-logistics,/collections/transport-logistics,Transport & Logistik
usb-kablar-usb-c-for-usb-c,usb-cables-usb-c-for-usb-c,Spare Parts,RENAME,,23,YES,/collections/usb-kablar-usb-c-for-usb-c,/collections/usb-cables-usb-c-for-usb-c,Kraftfulla USB-kablar USB-C till USB-C
vendors-q-sunnylife,sunnylife,Brands,RENAME,,377,NO,/collections/vendors-q-sunnylife,/collections/sunnylife,Sunnylife: Köp vattentäta kameraskydd & actionkamera tillbehör
waterproof-kameraskydd,waterproof-camera-protection,Accessories,RENAME,,141,YES,/collections/waterproof-kameraskydd,/collections/waterproof-camera-protection,Vattentätt kameraskydd för kamera & drönare
